"code","song_code","artist","title","year","genre","subgenre","tempo (BPM)","key","energetics","instrumentation_groups","instrumentation","language","explicit_new","lyrics timeframe","timestamp_start","timestamp_end","duration_sec","url_excerpt"
"P_PharrellWilliams_Happy","P053","Pharrell Williams","Happy","2013","Pop","Pop","160","F Minor","hoch","instrumental + vocal",NA,"en",NA,"I'm a hot air balloon that could go to space \n With the air, like I don't care, baby by the way \n Huh (Because I'm happy) \n Clap along if you feel like a room without a roof \n (Because I'm happy) \n Clap along if you feel like happiness is the truth \n (Because I'm happy) \n Clap along if you know what happiness is to you \n (Because I'm happy) \n Clap along if you feel","00:00:17","00:00:47",30,"https://www.youtube.com/embed/ZbZSe6N_BXs?start=17&end=47&autoplay=1"
"P_PhilCollins_InTheAi","P070","Phil Collins","In The Air Tonight","1981","Pop","Rock","95",NA,NA,"instrumental + vocal",NA,"en",NA,"I can feel it coming in the air tonight, oh lord \n And I've been waiting for this moment, for all my life, oh lord \n Can you feel it coming in the air tonight, oh lord, oh lord \n Well, if you told me you were drowning \n I would not lend a hand \n I've seen your face","00:00:37","00:01:27",50,"https://www.youtube.com/embed/YkADj0TPrJA?start=37&end=87&autoplay=1"
"P_Pink_WhoKnew","P036","Pink","Who Knew","2006","Pop","Dance","140",NA,"niedrig-mittel","instrumental + vocal",NA,"en",NA,"Remember when we were such fools \n And so convinced and just too cool \n Oh no \n No no \n I wish I could touch you again \n I wish I could still call you friend \n I'd give anything \n When someone said count your blessings now \n For they're long gone \n I guess I just didn't know how \n I was all wrong","00:01:07","00:01:52",45,"https://www.youtube.com/embed/NJWIbIe0N90?start=67&end=112&autoplay=1"
"P_Pitbull_BetterO","P099","Pitbull","Better On Me","2017","Pop","Latin Pop","126",NA,"hoch","instrumental + vocal",NA,"en",NA,"Don't need no proof or no validation \n You leave no wound on you second to none \n You said you over me but you looking lonely \n So as far as my eyes can see, you look better on me \n Aw aw aw, aw aw aw, aw aw aw \n You look better on me \n Aw aw aw, aw aw aw \n As far as my eyes can see, you look better on me","00:00:22","00:00:54",32,"https://www.youtube.com/embed/C52dMrS2SEE?start=22&end=54&autoplay=1"
"P_PuffDaddy_IllBeMi","P043","Puff Daddy","I'll Be Missing You","1997","Pop","R&B","110",NA,"mittel","instrumental + vocal",NA,"en",NA,"My thoughts big I just can't define (can't define) \n Wish I could turn back the hands of time \n Us in the six, shop for new clothes and kicks \n You and me taking flicks \n Makin' hits, stages they receive you on \n Still can't believe you're gone (can't believe you're gone) \n Give anything to hear half your breath (half your breath) \n I know you still living you're life, after death \n Every step I take, every move I make (ohh, I'll miss you) \n Every single day, every time I pray \n I'll be missing you (yeah, yeah, yeah) \n Thinkin' of the day, when you went away \n What a life to take, what a bond to break \n I'll be missing you \n Somebody tell me why","00:01:51","00:02:34",43,"https://www.youtube.com/embed/mM0-ZU8njdo?start=111&end=154&autoplay=1"
"P_Rihanna_Umbrell","P066","Rihanna","Umbrella","2007","Pop","R&B","87",NA,"mittel","instrumental + vocal",NA,"en",NA,"Baby, 'cause in the dark \n You can't see shiny cars \n And that's when you need me there \n With you I'll always share \n Because \n When the sun shines, we'll shine together \n Told you I'll be here forever \n Said I'll always be your friend \n Took an oath, I'ma stick it out 'til the end \n Now that it's raining more than ever \n Know that we'll still have each other \n You can stand under my umbrella \n You can stand under my umbrella, ella, ella, eh, eh, eh \n Under my umbrella, ella, ella, eh, eh, eh \n Under my umbrella, ella, ella, eh, eh, eh \n Under my umbrella, ella, ella, eh, eh, eh, eh, eh, eh","00:00:45","00:01:39",54,"https://www.youtube.com/embed/CvBfHwUxHIk?start=45&end=99&autoplay=1"
"P_Rihanna_Work","P114","Rihanna","Work","2016","Pop","Dancehall","91",NA,"mittel","instrumental + vocal",NA,"en",NA,"Nuh badda, text me in a crisis \n I believed all of your dreams, adoration \n You took my heart and my keys and my patience \n You took my heart on my sleeve for decoration \n You mistaken my love I brought for you for foundation \n All that I wanted from you was to give me \n Something that I never had \n Something that you've never seen \n Something that you've never been, mmh \n But I wake up and act like nothing's wrong \n Just get ready fi work, work, work, work, work, work \n He said me haffi work, work, work, work, work, work \n He see me do mi dirt, dirt, dirt, dirt, dirt, dirt \n So me put in work, work, work, work, work, work \n Na, na, na, na, na, na \n When you ah gon' learn, learn, learn, learn, learn, learn? \n Before the tables turn, turn, turn, turn, turn, turn \n Beg you something, please","00:04:53","00:05:21",28,"https://www.youtube.com/embed/HL1UzIK-flA?start=293&end=321&autoplay=1"
"P_RobinSchulz_Sugar","P013","Robin Schulz","Sugar","2015","Pop","Dance/Electro","123",NA,"hoch","instrumental + vocal",NA,"en",NA,"She got cherry lips \n Angel eyes \n She knows exactly how to tantalize \n She's out to get you, danger by design \n Cold-blooded vixen, she don't compromise \n She's somethin' mystical in colored lights \n So far from typical, but take my advice \n Before you play with fire, do think twice \n And if you get burned, don't be surprised Got me lifted, driftin' higher than the ceilin'","00:00:38","00:01:07",29,"https://www.youtube.com/embed/jPW5A_JyXCY?start=38&end=67&autoplay=1"
"P_RyanAdams_LuckyNo","P145","Ryan Adams","Lucky Now","2011","Pop","Alternative/Indie, Rock","120",NA,NA,"instrumental + vocal",NA,"en",NA,"The lights will draw you in \n And the dark will bring you down \n And the night will break your heart \n But only if you're lucky now","00:01:27","00:02:16",49,"https://www.youtube.com/embed/bp064T7rQSk?start=87&end=136&autoplay=1"
"P_SamSmith_LayMeDo","P064","Sam Smith","Lay Me Down","2014","Pop","R&B","134",NA,"niedrig","instrumental + vocal",NA,"en",NA,"Told me not to cry when you were gone \n But the feeling's overwhelming, it's much too strong \n Can I lay by your side, next to you? You \n","00:01:00","00:01:32",32,"https://www.youtube.com/embed/HaMq2nn5ac0?start=60&end=92&autoplay=1"
"P_Shakira_HipsDon","P034","Shakira","Hips Don't Lie","2005","Pop","Hip Hop, RnB","100","A# Minor","mittel-hoch","instrumental + vocal",NA,"en",NA,"(Shakira, Shakira) \n Oh, baby, when you talk like that \n You make a woman go mad \n So be wise (sí) and keep on (sí) \n Reading the signs of my body (uno, dos, tres, cuatro) \n I'm on tonight \n You know my hips don't lie (no fighting) \n And I'm starting to feel it's right \n All the attraction, the tension \n Don't you see, baby, this is perfection? \n Hey, girl","00:00:19","00:00:38",19,"https://www.youtube.com/embed/DUT5rEU6pqM?start=19&end=38&autoplay=1"
"P_Shakira_Underne","P127","Shakira","Underneath your clothes","2001","Pop","Latin Pop","83",NA,NA,"instrumental + vocal",NA,"en",NA,"Cause of you, I forgot the smart ways to lie \n Because of you, I'm running out of reasons to cry \n When the friends are gone, when the party's over \n We will still belong to each other \n Underneath your clothes \n There's an endless story \n There's the man I chose \n There's my territory \n And all the things I deserve \n For being such a good girl honey","00:01:31","00:02:09",38,"https://www.youtube.com/embed/uwBwKcQ1k84?start=91&end=129&autoplay=1"
"P_SpiceGirls_Wannabe","P054","Spice Girls","Wannabe","1996","Pop","Dance","110",NA,"hoch","instrumental + vocal",NA,"en",NA,"Yo, I'll tell you what I want, what I really, really want \n So tell me what you want, what you really, really want \n I'll tell you what I want, what I really, really want \n So tell me what you want, what you really, really want \n I wanna, (ha) I wanna, (ha) I wanna, (ha) I wanna, (ha) \n I wanna really, really, really wanna zigazig ah \n If you want my future, forget my past \n If you wanna get with me, better make it fast \n Now don't go wasting my precious time \n Get your act together we could be just fine","00:00:48","00:01:19",31,"https://www.youtube.com/embed/gJLIiF15wjQ?start=48&end=79&autoplay=1"
"P_SteelyDan_DoItAga","P078","Steely Dan","Do It Again","1972","Pop","Rock","125",NA,NA,"instrumental + vocal",NA,"en",NA,"When you know she's no high climber then you find your only friend. In a room with your two-timer, and you're sure you're near the end. Then you love a little wild one and she brings you only sorrow. All the time you know she's smilin' you'll be on your knees tomorrow, yeah. You go back, Jack, do it again, wheel turnin' 'round and 'round. You go back, Jack, do it again","00:01:55","00:02:38",43,"https://www.youtube.com/embed/sil76t2X_DE?start=115&end=158&autoplay=1"
"P_StevieWonder_IWish","P050","Stevie Wonder","I Wish","1976","Pop","Funk / Soul","106","A# Minor","hoch","instrumental + vocal",NA,"en",NA,"I wish those days could come back once more \n Why did those days ever have to go? \n 'Cause I love them so \n Brother said he's tellin' 'bout you playin' doctor with that girl \n ""Just don't tell and I'll give you anything you want in this whole wide world""","00:01:21","00:01:51",30,"https://www.youtube.com/embed/skmodkj42eE?start=81&end=111&autoplay=1"
"P_Sugababes_PushThe","P005","Sugababes","Push The Button","2005","Pop","Dance","126","G# Major",NA,"instrumental + vocal",NA,"en",NA,"I know my hidden looks can be deceiving \n But how obvious should a girl be? \n I was taken by the early conversation piece \n And I really like the way that he respect me \n I've been waiting patiently for him to come and get it \n I wonder if he knows that he can say it and I'm with it \n I knew I had my mind made up from the very beginning \n Catch this opportunity so you and me could feel it 'cos \n If you're ready for me boy \n You'd better push the button and let me know \n Before I get the wrong idea and go \n You're gonna miss the freak that I control","00:00:32","00:01:16",44,"https://www.youtube.com/embed/oJDGcxAf9D8?start=32&end=76&autoplay=1"
"P_TalBachman_ShesSoH","P113","Tal Bachman","Shes So High","1999","Pop","Rock","124",NA,NA,"instrumental + vocal",NA,"en",NA,"I know where I belong \n And nothing's going to happen, yeah \n 'Cause she's so high \n High above me \n She's so lovely \n She's so high \n Like Cleopatra \n Joan of Arc \n Or Aphrodite \n Da-da-da-da-da \n She's so high \n High above me","00:00:29","00:01:08",39,"https://www.youtube.com/embed/_ElORM9O-0U?start=29&end=68&autoplay=1"
"P_TameImpala_TheLess","P133","Tame Impala","The Less I Know The Better","2015","Pop","Rock","117","E Major","mittel-hoch","instrumental + vocal",NA,"en",NA,"Said, ""Pull yourself together \n You should try your luck with Heather"" \n Then I heard they slept together \n Oh, the less I know the better \n The less I know the better \n Oh my love, can't you see yourself by my side \n No surprise when you're on his shoulder like every night \n Oh my love, can't you see that you're on my mind \n Don't suppose","00:02:11","00:02:42",31,"https://www.youtube.com/embed/sBzrzS1Ag_g?start=131&end=162&autoplay=1"
"P_TaylorSwift_LookWha","P074","Taylor Swift","Look What You Made Me Do","2017","Pop",NA,"128",NA,NA,"instrumental + vocal",NA,"en",NA,"You said the gun was mine \n Isn't cool, no, I don't like you (oh) \n But I got smarter, I got harder in the nick of time \n Honey, I rose up from the dead, I do it all the time \n I got a list of names, and yours is in red, underlined \n I check it once, then I check it twice, oh! \n Ooh, look what you made me do \n Look what you made me do \n Look what you just made me do \n Look what you just made me... \n Ooh, look what you made me do \n Look what you made me do \n Look what you just made me do \n Look what you just made me do","00:00:44","00:01:20",36,"https://www.youtube.com/embed/3tmd-ClpJxA?start=44&end=80&autoplay=1"
"P_TheoKatzman_HardWor","P061","Theo Katzman","Hard Work","2016","Pop","Alternative Blues","157",NA,NA,"instrumental + vocal",NA,"en",NA,"Now you got cold feet, well just let me break the ice \n I did your laundry and I folded it real nice \n So, baby, why? \n (I put in the hard work) \n Now I’m defeated, face down in the dirt \n (I put in the hard work) \n And I can’t seem to climb out of this hurt \n (I put in the hard work) \n If it’s true that you get what you deserve \n (I put in the hard work) \n Then why? \n (I put in the hard work)","00:00:25","00:01:02",37,"https://www.youtube.com/embed/eYQkRKQu6Uw?start=25&end=62&autoplay=1"
"P_TracyChapman_FastCar","P032","Tracy Chapman","Fast Car","1988","Pop","Folk/Accustic","104",NA,"niedrig-mittel","instrumental + vocal",NA,"en",NA,"You got a fast car \n I want a ticket to anywhere \n Maybe we make a deal \n Maybe together we can get somewhere \n Any place is better \n Starting from zero got nothing to lose \n Maybe we'll make something \n Me, myself, I got nothing to prove","00:00:16","00:00:45",29,"https://www.youtube.com/embed/AIOAlaACuv4?start=16&end=45&autoplay=1"
"P_VanessaCarlton_AThousa","P067","Vanessa Carlton","A Thousand Miles","2001","Pop",NA,"95",NA,"mittel","instrumental + vocal",NA,"en",NA,"Staring blankly ahead \n Just making my way \n Making a way through the crowd \n And I need you \n And I miss you \n And now I wonder \n If I could fall into the sky \n Do you think time would pass me by? \n 'Cause you know I'd walk a thousand miles \n If I could just see you tonight","00:00:40","00:01:26",46,"https://www.youtube.com/embed/Cwkej79U3ek?start=40&end=86&autoplay=1"
"P_Weeknd_Starboy","P026","The Weeknd","Starboy","2016","Pop","R&B","93",NA,"mittel-hoch","instrumental + vocal",NA,"en",NA,"Main bitch outta your league too, ah \n Side bitch out of your league too, ah \n House so empty, need a centerpiece \n Twenty racks a table cut from ebony \n Cut that ivory into skinny pieces \n Then she clean it with her face, man, I love my baby, ah \n You talkin' money, need a hearing aid \n You talkin' 'bout me, I don't see the shade \n Switch up my style, I take any lane \n I switch up my cup, I kill any pain \n Look what you've done","00:01:12","00:01:43",31,"https://www.youtube.com/embed/34Na4j8AVgA?start=72&end=103&autoplay=1"
"P_WhitneyHouston_IWannaD","P057","Whitney Houston","I Wanna Dance With Somebody","1987","Pop","R&B","119","C#Major","hoch","instrumental + vocal",NA,"en",NA,"Still enough time to figure out \n How to chase my blues away \n I've done alright up 'til now \n It's the light of day that shows me how \n And when the night falls \n Loneliness calls \n Oh, I wanna dance with somebody \n I wanna feel the heat with somebody \n Yeah, I wanna dance with somebody \n With somebody who loves me","00:01:06","00:01:44",38,"https://www.youtube.com/embed/eH3giaIzONA?start=66&end=104&autoplay=1"
